counter,topic_id,topic_name,top_words,issue_url
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/corona-warn-app/cwa-verification-server/issues/55
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/confluentinc/kafka-rest/issues/475
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/netbox-community/netbox/issues/18669
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/hummingbot/hummingbot/issues/5273
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/ansible/awx/issues/10681
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/ansible/awx/issues/4910
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/strapdata/elassandra/issues/323
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/strapdata/elassandra/issues/346
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/nocodb/nocodb/issues/238
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/makeplane/plane/issues/2322
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/15720
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/18424
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/25026
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/18597
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/20375
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/14291
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/18092
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/25881
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/17542
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/15765
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/19280
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/15828
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/14498
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/15430
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/13824
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/17204
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/14674
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/16856
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/19159
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/20013
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/24632
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/18751
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/14676
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/17778
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/22071
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/18041
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/17869
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/23712
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/21754
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/13986
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/14208
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/23981
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/17524
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/24886
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/19368
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/17341
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/16857
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/17763
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/15485
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/containers/podman/issues/17585
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/bbernhard/signal-cli-rest-api/issues/493
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/bbernhard/signal-cli-rest-api/issues/135
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/k8ssandra/management-api-for-apache-cassandra/issues/18
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/louislam/uptime-kuma/issues/1802
517,0,0_cap_containers_docker_container,"cap, containers, docker, container, true, api, false, storage, linux, package",https://github.com/louislam/uptime-kuma/issues/3520
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/6498
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/8641
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/5882
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/6049
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/4541
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/13439
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/8777
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/5717
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/7264
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/6492
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/7191
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/11130
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/7063
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/9472
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/13120
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/5983
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/6460
517,1,1_ansible_job_api_inventory,"ansible, job, api, inventory, workflow, tower, results, credential, template, https",https://github.com/ansible/awx/issues/6309
