counter,topic_id,topic_name,top_words,issue_url
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/confluentinc/kafka-rest/issues/475
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/hummingbot/hummingbot/issues/5273
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/ansible/awx/issues/10681
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/ansible/awx/issues/4910
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/strapdata/elassandra/issues/323
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/strapdata/elassandra/issues/346
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/nocodb/nocodb/issues/238
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/makeplane/plane/issues/2322
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/15720
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/18424
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/25026
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/18597
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/20375
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/14291
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/18092
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/25881
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/17542
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/15765
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/14498
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/15430
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/13824
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/17204
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/14674
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/16856
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/19159
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/20013
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/24632
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/18751
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/14676
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/17778
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/22071
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/18041
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/17869
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/23712
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/21754
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/13986
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/14208
180,0,0_containers_docker_container_true,"containers, docker, container, true, false, storage, linux, package, host, path",https://github.com/containers/podman/issues/23981
